uid,name,province,city,area,address,lng,lat
bb27cb2a9c8f65a517b54bb3,东江纵队北撤纪念公园,广东省,深圳市,龙岗区,大鹏新区葵涌中心城区沙鱼涌附近,114.4105233367761,22.610653359977597
08b5efc0ed79efd62dfaa75a,丘屋村公园,广东省,深圳市,龙岗区,广东省深圳市龙岗区银株路84-3东北50米,114.25651017832413,22.715631228403915
82533b22ea0c86001c389465,横岗文体广场公园,广东省,深圳市,龙岗区,横岗一号路与红棉一路交叉口南50米,114.1885674111355,22.648178613624125
9b41d52f14241120f21937da,荔园公园,广东省,深圳市,龙岗区,横岗街道安良八村荔园路6-1号,114.21857417054828,22.634573854780456
a5980ad43e62ff2fb6147f58,台地公园,广东省,深圳市,龙岗区,南通道8号附近,114.23979016296603,22.70146896762777
193179a81ce0a16a2fb96de0,海桐公园,广东省,深圳市,盐田区,广东省深圳市盐田区海桐社区公园(中青一路西400米),114.23342457101099,22.586019310048265
bb8228137899602330169b8c,宝龙社区公园,广东省,深圳市,龙岗区,广东省深圳市龙岗区宝龙五路与高科大道交叉口南150米,114.28159860539527,22.690343245785048
24d05508c135b2af12882468,梧桐文体公园,广东省,深圳市,罗湖区,深圳市罗湖区新二路66附近,114.18657920684484,22.593370796315128
a6a8399a24d6d0f2a5da3954,坜背村公园,广东省,深圳市,盐田区,广东省深圳市盐田区东海三街,114.2385685322661,22.600254046114795
672937c1d27618ea0bccddc2,大万公园,广东省,深圳市,龙岗区,广东省深圳市龙岗区万凤路10号,114.23586552332058,22.651216966435694
d5dd845470d02cf7990050ad,小梅沙生态公园,广东省,深圳市,盐田区,小梅沙新居(深圳小梅沙海洋世界西),114.32052242165028,22.606178522451167
c1296fa6276211b7f4231055,锦龙社区公园,广东省,深圳市,坪山区,广东省深圳市坪山区清风大道,114.3156668872761,22.69790149526927
e8af5cbfb1adeec6b04c4982,古塔社区公园,广东省,深圳市,盐田区,深圳市盐田区海景二路1106号附近,114.23076247182438,22.547746943073374
6c47c3c5e289a9d7a4c7562a,炳坑公园,广东省,深圳市,龙岗区,广东省深圳市龙岗区比宝二路与炳坑西区一巷交叉口东南50米,114.27316883253636,22.691433837277167
ed7241dd492472e30682c2a3,深圳市葵涌街道土洋公园,广东省,深圳市,龙岗区,洋北路与海景路交叉口西北150米,114.40338569928595,22.61600323094923
b720c0cec21c11d4d7b74e06,竹坑公园,广东省,深圳市,坪山区,坪山区新区竹坑第一工业区,114.3845067955115,22.711689715304587
